,Discharge.Montana abv McGinnis@near Juneau,Discharge.Montana abv McGinnis@near Juneau,Discharge.Montana abv McGinnis@near Juneau,Discharge.Montana abv McGinnis@near Juneau
mm/dd/yyyy HH:MM:SS,m^3/s,,,
Date-Time,Value,Grade,Approval,Interpolation Code
6/19/2021 8:30,0.631326575,,0,1
6/19/2021 8:45,0.631408252,,0,1
6/19/2021 9:00,0.636968199,,0,1
6/19/2021 9:15,0.631571622,,0,1
6/19/2021 9:30,0.631653317,,0,1
6/19/2021 9:45,0.631735017,,0,1
6/19/2021 10:00,0.637296606,,0,1
6/19/2021 10:15,0.637378723,,0,1
6/19/2021 10:30,0.631980154,,0,1
6/19/2021 10:45,0.632061879,,0,1
6/19/2021 11:00,0.632143609,,0,1
6/19/2021 11:15,0.63770725,,0,1
6/19/2021 11:30,0.626851816,,0,1
6/19/2021 11:45,0.626933161,,0,1
6/19/2021 12:00,0.632470592,,0,1
6/19/2021 12:15,0.627095868,,0,1
6/19/2021 12:30,0.621747347,,0,1
6/19/2021 12:45,0.6272586,,0,1
6/19/2021 13:00,0.627339975,,0,1
6/19/2021 13:15,0.627421356,,0,1
6/19/2021 13:30,0.627502743,,0,1
6/19/2021 13:45,0.616747307,,0,1
6/19/2021 14:00,0.6168279,,0,1
6/19/2021 14:15,0.611529705,,0,1
6/19/2021 14:30,0.616989103,,0,1
6/19/2021 14:45,0.611690116,,0,1
6/19/2021 15:00,0.622557274,,0,1
6/19/2021 15:15,0.6226383,,0,1
6/19/2021 15:30,0.622719331,,0,1
6/19/2021 15:45,0.612011009,,0,1
6/19/2021 16:00,0.617472858,,0,1
6/19/2021 16:15,0.617553505,,0,1
6/19/2021 16:30,0.623043519,,0,1
6/19/2021 16:45,0.612331999,,0,1
6/19/2021 17:00,0.617795482,,0,1
6/19/2021 17:15,0.623286723,,0,1
6/19/2021 17:30,0.628805757,,0,1
6/19/2021 17:45,0.628887246,,0,1
6/19/2021 18:00,0.623529981,,0,1
6/19/2021 18:15,0.618198897,,0,1
6/19/2021 18:30,0.623692184,,0,1
6/19/2021 18:45,0.623773294,,0,1
6/19/2021 19:00,0.62385441,,0,1
6/19/2021 19:15,0.629376311,,0,1
6/19/2021 19:30,0.629457843,,0,1
6/19/2021 19:45,0.624097795,,0,1
6/19/2021 20:00,0.629620925,,0,1
6/19/2021 20:15,0.624260082,,0,1
6/19/2021 20:30,0.635253848,,0,1
6/19/2021 20:45,0.629865593,,0,1
6/19/2021 21:00,0.635417786,,0,1
6/19/2021 21:15,0.630028735,,0,1
6/19/2021 21:30,0.635581749,,0,1
6/19/2021 21:45,0.630191902,,0,1
6/19/2021 22:00,0.641245035,,0,1
6/19/2021 22:15,0.635827738,,0,1
6/19/2021 22:30,0.646937055,,0,1
6/19/2021 22:45,0.625071877,,0,1
6/19/2021 23:00,0.636073782,,0,1
6/19/2021 23:15,0.630681546,,0,1
6/19/2021 23:30,0.641739569,,0,1
6/19/2021 23:45,0.647351238,,0,1
6/20/2021 0:00,0.630926449,,0,1
6/20/2021 0:15,0.647516953,,0,1
6/20/2021 0:30,0.631089749,,0,1
6/20/2021 0:45,0.642151847,,0,1
6/20/2021 1:00,0.636730165,,0,1
6/20/2021 1:15,0.647848457,,0,1
6/20/2021 1:30,0.636894321,,0,1
6/20/2021 1:45,0.642481778,,0,1
6/20/2021 2:00,0.642564276,,0,1
6/20/2021 2:15,0.637140601,,0,1
6/20/2021 2:30,0.637222706,,0,1
6/20/2021 2:45,0.637304817,,0,1
6/20/2021 3:00,0.642894329,,0,1
6/20/2021 3:15,0.648511756,,0,1
6/20/2021 3:30,0.643059391,,0,1
6/20/2021 3:45,0.632151783,,0,1
6/20/2021 4:00,0.643224478,,0,1
6/20/2021 4:15,0.632315263,,0,1
6/20/2021 4:30,0.632397012,,0,1
6/20/2021 4:45,0.637961926,,0,1
6/20/2021 5:00,0.632560529,,0,1
6/20/2021 5:15,0.638126263,,0,1
6/20/2021 5:30,0.63272407,,0,1
6/20/2021 5:45,0.638290625,,0,1
6/20/2021 6:00,0.638372815,,0,1
6/20/2021 6:15,0.638455011,,0,1
6/20/2021 6:30,0.638537213,,0,1
6/20/2021 6:45,0.622241331,,0,1
6/20/2021 7:00,0.633214838,,0,1
6/20/2021 7:15,0.633296653,,0,1
6/20/2021 7:30,0.633378475,,0,1
6/20/2021 7:45,0.633460303,,0,1
6/20/2021 8:00,0.628080765,,0,1
6/20/2021 8:15,0.628162201,,0,1
6/20/2021 8:30,0.628243643,,0,1
6/20/2021 8:45,0.628325091,,0,1
6/20/2021 9:00,0.622970568,,0,1
6/20/2021 9:15,0.628488005,,0,1
6/20/2021 9:30,0.634033267,,0,1
6/20/2021 9:45,0.623213756,,0,1
6/20/2021 10:00,0.623294831,,0,1
6/20/2021 10:15,0.623375911,,0,1
6/20/2021 10:30,0.628895396,,0,1
6/20/2021 10:45,0.634442708,,0,1
6/20/2021 11:00,0.62361919,,0,1
6/20/2021 11:15,0.618287669,,0,1
6/20/2021 11:30,0.629221417,,0,1
6/20/2021 11:45,0.61844909,,0,1
6/20/2021 12:00,0.61852981,,0,1
6/20/2021 12:15,0.624024774,,0,1
6/20/2021 12:30,0.624105909,,0,1
6/20/2021 12:45,0.62418705,,0,1
6/20/2021 13:00,0.624268197,,0,1
6/20/2021 13:15,0.62434935,,0,1
6/20/2021 13:30,0.619014255,,0,1
6/20/2021 13:45,0.624511674,,0,1
6/20/2021 14:00,0.619175785,,0,1
6/20/2021 14:15,0.613866051,,0,1
6/20/2021 14:30,0.619337339,,0,1
6/20/2021 14:45,0.619418125,,0,1
6/20/2021 15:00,0.619498917,,0,1
6/20/2021 15:15,0.619579715,,0,1
6/20/2021 15:30,0.625079998,,0,1
6/20/2021 15:45,0.625161211,,0,1
6/20/2021 16:00,0.619822145,,0,1
6/20/2021 16:15,0.625323656,,0,1
6/20/2021 16:30,0.619983796,,0,1
6/20/2021 16:45,0.63641013,,0,1
6/20/2021 17:00,0.826188891,,0,1
6/20/2021 17:15,0.891418964,,0,1
6/20/2021 17:30,0.994561122,,0,1
6/20/2021 17:45,1.119307541,,0,1
6/20/2021 18:00,1.228432386,,0,1
6/20/2021 18:15,1.309985153,,0,1
6/20/2021 18:30,1.429169305,,0,1
6/20/2021 18:45,1.464409236,,0,1
6/20/2021 19:00,1.53622951,,0,1
6/20/2021 19:15,1.591422837,,0,1
6/20/2021 19:30,1.6953943,,0,1
6/20/2021 19:45,1.843213384,,0,1
6/20/2021 20:00,1.998136517,,0,1
6/20/2021 20:15,2.1272782,,0,1
6/20/2021 20:30,2.364343126,,0,1
6/20/2021 20:45,2.628158976,,0,1
6/20/2021 21:00,2.894977319,,0,1
6/20/2021 21:15,3.121875588,,0,1
6/20/2021 21:30,3.444457408,,0,1
6/20/2021 21:45,3.546398459,,0,1
6/20/2021 22:00,3.877410097,,0,1
6/20/2021 22:15,3.862237615,,0,1
6/20/2021 22:30,3.847099125,,0,1
6/20/2021 22:45,3.710580816,,0,1
6/20/2021 23:00,3.621205627,,0,1
6/20/2021 23:15,3.402876857,,0,1
6/20/2021 23:30,3.317838795,,0,1
6/20/2021 23:45,3.261898785,,0,1
6/21/2021 0:00,3.248154911,,0,1
6/21/2021 0:15,3.346754441,,0,1
6/21/2021 0:30,3.36115986,,0,1
6/21/2021 0:45,3.461693253,,0,1
6/21/2021 1:00,3.361584709,,0,1
6/21/2021 1:15,3.376026546,,0,1
6/21/2021 1:30,3.235483301,,0,1
6/21/2021 1:45,3.111926832,,0,1
6/21/2021 2:00,3.098548112,,0,1
6/21/2021 2:15,2.978033364,,0,1
6/21/2021 2:30,2.873218719,,0,1
6/21/2021 2:45,2.821711084,,0,1
6/21/2021 3:00,2.77073533,,0,1
6/21/2021 3:15,2.770925545,,0,1
6/21/2021 3:30,2.783858594,,0,1
6/21/2021 3:45,2.809636282,,0,1
6/21/2021 4:00,2.874384062,,0,1
6/21/2021 4:15,2.992901161,,0,1
6/21/2021 4:30,2.979817644,,0,1
6/21/2021 4:45,2.966766881,,0,1
6/21/2021 5:00,2.980214234,,0,1
6/21/2021 5:15,2.940763531,,0,1
6/21/2021 5:30,2.940960333,,0,1
6/21/2021 5:45,2.901808335,,0,1
6/21/2021 6:00,2.824210362,,0,1
6/21/2021 6:15,2.773208705,,0,1
6/21/2021 6:30,2.672609352,,0,1
6/21/2021 6:45,2.561944617,,0,1
6/21/2021 7:00,2.574311352,,0,1
6/21/2021 7:15,2.466012941,,0,1
6/21/2021 7:30,2.39534681,,0,1
6/21/2021 7:45,2.3605403,,0,1
6/21/2021 8:00,2.31452683,,0,1
6/21/2021 8:15,2.257694558,,0,1
6/21/2021 8:30,2.246559911,,0,1
6/21/2021 8:45,2.201835234,,0,1
6/21/2021 9:00,2.146609976,,0,1
6/21/2021 9:15,2.11392436,,0,1
6/21/2021 9:30,2.070735177,,0,1
6/21/2021 9:45,2.060137873,,0,1
6/21/2021 10:00,1.996416998,,0,1
6/21/2021 10:15,1.933837865,,0,1
6/21/2021 10:30,1.923647314,,0,1
6/21/2021 10:45,1.852266808,,0,1
6/21/2021 11:00,1.822232176,,0,1
6/21/2021 11:15,1.782572669,,0,1
6/21/2021 11:30,1.743411192,,0,1
6/21/2021 11:45,1.69512138,,0,1
6/21/2021 12:00,1.66657599,,0,1
6/21/2021 12:15,1.638307363,,0,1
6/21/2021 12:30,1.591713797,,0,1
6/21/2021 12:45,1.57337384,,0,1
6/21/2021 13:00,1.555155269,,0,1
6/21/2021 13:15,1.509936903,,0,1
6/21/2021 13:30,1.492142948,,0,1
6/21/2021 13:45,1.447987757,,0,1
6/21/2021 14:00,1.421909927,,0,1
6/21/2021 14:15,1.396102639,,0,1
6/21/2021 14:30,1.379090283,,0,1
6/21/2021 14:45,1.353731872,,0,1
6/21/2021 15:00,1.337017361,,0,1
6/21/2021 15:15,1.32042144,,0,1
6/21/2021 15:30,1.303943897,,0,1
6/21/2021 15:45,1.295811045,,0,1
6/21/2021 16:00,1.271343092,,0,1
6/21/2021 16:15,1.239093153,,0,1
6/21/2021 16:30,1.239213236,,0,1
6/21/2021 16:45,1.215364488,,0,1
6/21/2021 17:00,1.207552607,,0,1
6/21/2021 17:15,1.184055519,,0,1
6/21/2021 17:30,1.168575961,,0,1
6/21/2021 17:45,1.153212727,,0,1
6/21/2021 18:00,1.137965599,,0,1
6/21/2021 18:15,1.130442476,,0,1
6/21/2021 18:30,1.115368655,,0,1
6/21/2021 18:45,1.100410385,,0,1
6/21/2021 19:00,1.108044054,,0,1
6/21/2021 19:15,1.093142173,,0,1
6/21/2021 19:30,1.078355512,,0,1
6/21/2021 19:45,1.078466427,,0,1
6/21/2021 20:00,1.063793896,,0,1
6/21/2021 20:15,1.056555495,,0,1
6/21/2021 20:30,1.049345328,,0,1
6/21/2021 20:45,1.027668143,,0,1
6/21/2021 21:00,1.020571491,,0,1
6/21/2021 21:15,1.02067897,,0,1
6/21/2021 21:30,1.020786454,,0,1
6/21/2021 21:45,0.999449993,,0,1
6/21/2021 22:00,0.992465552,,0,1
6/21/2021 22:15,0.992571328,,0,1
6/21/2021 22:30,0.999768615,,0,1
6/21/2021 22:45,0.9927829,,0,1
6/21/2021 23:00,0.971784519,,0,1
6/21/2021 23:15,0.97188903,,0,1
6/21/2021 23:30,0.979000341,,0,1
6/21/2021 23:45,0.965119599,,0,1
6/22/2021 0:00,0.951352039,,0,1
6/22/2021 0:15,0.94456204,,0,1
6/22/2021 0:30,0.937799827,,0,1
6/22/2021 0:45,0.924257085,,0,1
6/22/2021 1:00,0.924358643,,0,1
6/22/2021 1:15,0.910927538,,0,1
6/22/2021 1:30,0.890941551,,0,1
6/22/2021 1:45,0.88440184,,0,1
6/22/2021 2:00,0.891140455,,0,1
6/22/2021 2:15,0.884599909,,0,1
6/22/2021 2:30,0.884698953,,0,1
6/22/2021 2:45,0.871601363,,0,1
6/22/2021 3:00,0.865143306,,0,1
6/22/2021 3:15,0.858712687,,0,1
6/22/2021 3:30,0.858810064,,0,1
6/22/2021 3:45,0.852406438,,0,1
6/22/2021 4:00,0.846030192,,0,1
6/22/2021 4:15,0.839681296,,0,1
6/22/2021 4:30,0.839777433,,0,1
6/22/2021 4:45,0.839873577,,0,1
6/22/2021 5:00,0.820798416,,0,1
6/22/2021 5:15,0.814558627,,0,1
6/22/2021 5:30,0.814653109,,0,1
6/22/2021 5:45,0.795909113,,0,1
6/22/2021 6:00,0.802254283,,0,1
6/22/2021 6:15,0.802347947,,0,1
6/22/2021 6:30,0.796188851,,0,1
6/22/2021 6:45,0.783859542,,0,1
6/22/2021 7:00,0.783951972,,0,1
6/22/2021 7:15,0.771731697,,0,1
6/22/2021 7:30,0.777966154,,0,1
6/22/2021 7:45,0.771914924,,0,1
6/22/2021 8:00,0.772006546,,0,1
6/22/2021 8:15,0.753832683,,0,1
6/22/2021 8:30,0.753923073,,0,1
6/22/2021 8:45,0.760075028,,0,1
6/22/2021 9:00,0.754103871,,0,1
6/22/2021 9:15,0.742152651,,0,1
6/22/2021 9:30,0.748249618,,0,1
6/22/2021 9:45,0.74233183,,0,1
6/22/2021 10:00,0.736440885,,0,1
6/22/2021 10:15,0.736530077,,0,1
6/22/2021 10:30,0.742600645,,0,1
6/22/2021 10:45,0.742690262,,0,1
6/22/2021 11:00,0.742779886,,0,1
6/22/2021 11:15,0.736886906,,0,1
6/22/2021 11:30,0.742959152,,0,1
6/22/2021 11:45,0.731109556,,0,1
6/22/2021 12:00,0.731198378,,0,1
6/22/2021 12:15,0.725358184,,0,1
6/22/2021 12:30,0.731376041,,0,1
6/22/2021 12:45,0.713758029,,0,1
6/22/2021 13:00,0.725623469,,0,1
6/22/2021 13:15,0.719808812,,0,1
6/22/2021 13:30,0.719896847,,0,1
6/22/2021 13:45,0.719984888,,0,1
6/22/2021 14:00,0.720072935,,0,1
6/22/2021 14:15,0.720160988,,0,1
6/22/2021 14:30,0.714371436,,0,1
6/22/2021 14:45,0.726242682,,0,1
6/22/2021 15:00,0.71454675,,0,1
6/22/2021 15:15,0.714634416,,0,1
6/22/2021 15:30,0.720601347,,0,1
6/22/2021 15:45,0.720689437,,0,1
6/22/2021 16:00,0.720777533,,0,1
6/22/2021 16:15,0.720865636,,0,1
6/22/2021 16:30,0.71507284,,0,1
6/22/2021 16:45,0.715160543,,0,1
6/22/2021 17:00,0.709394042,,0,1
6/22/2021 17:15,0.715335968,,0,1
6/22/2021 17:30,0.721306241,,0,1
6/22/2021 17:45,0.715511418,,0,1
6/22/2021 18:00,0.715599152,,0,1
6/22/2021 18:15,0.715686892,,0,1
6/22/2021 18:30,0.721658835,,0,1
6/22/2021 18:45,0.715862391,,0,1
6/22/2021 19:00,0.71009265,,0,1
6/22/2021 19:15,0.710180003,,0,1
6/22/2021 19:30,0.722011528,,0,1
6/22/2021 19:45,0.722099717,,0,1
6/22/2021 20:00,0.722187912,,0,1
6/22/2021 20:15,0.710529479,,0,1
6/22/2021 20:30,0.71647683,,0,1
6/22/2021 20:45,0.710704254,,0,1
6/22/2021 21:00,0.716652439,,0,1
6/22/2021 21:15,0.722628978,,0,1
6/22/2021 21:30,0.716828073,,0,1
6/22/2021 21:45,0.716915899,,0,1
6/22/2021 22:00,0.717003732,,0,1
6/22/2021 22:15,0.711228726,,0,1
6/22/2021 22:30,0.723070199,,0,1
6/22/2021 22:45,0.717267266,,0,1
6/22/2021 23:00,0.729165898,,0,1
6/22/2021 23:15,0.717442986,,0,1
6/22/2021 23:30,0.711665954,,0,1
6/22/2021 23:45,0.711753418,,0,1
6/23/2021 0:00,0.706002664,,0,1
6/23/2021 0:15,0.711928365,,0,1
6/23/2021 0:30,0.717882394,,0,1
6/23/2021 0:45,0.712103336,,0,1
6/23/2021 1:00,0.712190831,,0,1
6/23/2021 1:15,0.700625242,,0,1
6/23/2021 1:30,0.71236584,,0,1
6/23/2021 1:45,0.712453353,,0,1
6/23/2021 2:00,0.712540872,,0,1
6/23/2021 2:15,0.712628398,,0,1
6/23/2021 2:30,0.71271593,,0,1
6/23/2021 2:45,0.706960723,,0,1
6/23/2021 3:00,0.707047856,,0,1
6/23/2021 3:15,0.707134996,,0,1
6/23/2021 3:30,0.701405637,,0,1
6/23/2021 3:45,0.713153681,,0,1
6/23/2021 4:00,0.707396451,,0,1
6/23/2021 4:15,0.707483614,,0,1
6/23/2021 4:30,0.701752638,,0,1
6/23/2021 4:45,0.707657961,,0,1
6/23/2021 5:00,0.707745143,,0,1
6/23/2021 5:15,0.707832331,,0,1
6/23/2021 5:30,0.707919526,,0,1
6/23/2021 5:45,0.708006726,,0,1
6/23/2021 6:00,0.702273325,,0,1
6/23/2021 6:15,0.696566553,,0,1
6/23/2021 6:30,0.702446936,,0,1
6/23/2021 6:45,0.70253375,,0,1
6/23/2021 7:00,0.702620571,,0,1
6/23/2021 7:15,0.696912185,,0,1
6/23/2021 7:30,0.702794231,,0,1
6/23/2021 7:45,0.697085037,,0,1
6/23/2021 8:00,0.702967916,,0,1
6/23/2021 8:15,0.697257914,,0,1
6/23/2021 8:30,0.697344361,,0,1
6/23/2021 8:45,0.691660559,,0,1
6/23/2021 9:00,0.697517275,,0,1
6/23/2021 9:15,0.691832666,,0,1
6/23/2021 9:30,0.703489117,,0,1
6/23/2021 9:45,0.692004797,,0,1
6/23/2021 10:00,0.692090872,,0,1
6/23/2021 10:15,0.692176952,,0,1
6/23/2021 10:30,0.686517305,,0,1
6/23/2021 10:45,0.686602989,,0,1
6/23/2021 11:00,0.692435232,,0,1
6/23/2021 11:15,0.686774375,,0,1
6/23/2021 11:30,0.686860077,,0,1
6/23/2021 11:45,0.681225364,,0,1
6/23/2021 12:00,0.6870315,,0,1
6/23/2021 12:15,0.687117221,,0,1
6/23/2021 12:30,0.687202947,,0,1
6/23/2021 12:45,0.681566623,,0,1
6/23/2021 13:00,0.681651954,,0,1
6/23/2021 13:15,0.670373495,,0,1
6/23/2021 13:30,0.693296561,,0,1
6/23/2021 13:45,0.687631673,,0,1
6/23/2021 14:00,0.681993336,,0,1
6/23/2021 14:15,0.687803206,,0,1
6/23/2021 14:30,0.682164063,,0,1
6/23/2021 14:45,0.682249436,,0,1
6/23/2021 15:00,0.682334815,,0,1
6/23/2021 15:15,0.676721389,,0,1
6/23/2021 15:30,0.676806372,,0,1
6/23/2021 15:45,0.665573973,,0,1
6/23/2021 16:00,0.67130362,,0,1
6/23/2021 16:15,0.671388214,,0,1
6/23/2021 16:30,0.677146364,,0,1
6/23/2021 16:45,0.677231378,,0,1
6/23/2021 17:00,0.677316397,,0,1
6/23/2021 17:15,0.683103502,,0,1
6/23/2021 17:30,0.677486455,,0,1
6/23/2021 17:45,0.677571493,,0,1
6/23/2021 18:00,0.671980538,,0,1
6/23/2021 18:15,0.677741587,,0,1
6/23/2021 18:30,0.677826643,,0,1
6/23/2021 18:45,0.677911705,,0,1
6/23/2021 19:00,0.677996774,,0,1
6/23/2021 19:15,0.67240381,,0,1
6/23/2021 19:30,0.666837312,,0,1
6/23/2021 19:45,0.661297248,,0,1
6/23/2021 20:00,0.672657846,,0,1
6/23/2021 20:15,0.678422207,,0,1
6/23/2021 20:30,0.672827234,,0,1
6/23/2021 20:45,0.667258729,,0,1
6/23/2021 21:00,0.672996646,,0,1
6/23/2021 21:15,0.667427339,,0,1
6/23/2021 21:30,0.673166083,,0,1
6/23/2021 21:45,0.684642359,,0,1
6/23/2021 22:00,0.667680298,,0,1
6/23/2021 22:15,0.690551059,,0,1
6/23/2021 22:30,0.798634287,,0,1
6/23/2021 22:45,0.811283967,,0,1
6/23/2021 23:00,0.862729831,,0,1
6/23/2021 23:15,0.889182353,,0,1
6/23/2021 23:30,0.950247675,,0,1
6/23/2021 23:45,1.006494431,,0,1
6/24/2021 0:00,1.079387277,,0,1
6/24/2021 0:15,1.162940089,,0,1
6/24/2021 0:30,1.266279643,,0,1
6/24/2021 0:45,1.349239529,,0,1
6/24/2021 1:00,1.435221874,,0,1
6/24/2021 1:15,1.597581038,,0,1
6/24/2021 1:30,1.730811757,,0,1
6/24/2021 1:45,1.829770796,,0,1
6/24/2021 2:00,1.942257765,,0,1
6/24/2021 2:15,2.090954108,,0,1
6/24/2021 2:30,2.189927789,,0,1
6/24/2021 2:45,2.234851078,,0,1
6/24/2021 3:00,2.257593038,,0,1
6/24/2021 3:15,2.31476711,,0,1
6/24/2021 3:30,2.361130464,,0,1
6/24/2021 3:45,2.443400846,,0,1
6/24/2021 4:00,2.515228757,,0,1
6/24/2021 4:15,2.563836578,,0,1
6/24/2021 4:30,2.637654797,,0,1
6/24/2021 4:45,2.687595672,,0,1
6/24/2021 5:00,2.712861037,,0,1
6/24/2021 5:15,2.750917955,,0,1
6/24/2021 5:30,2.738450556,,0,1
6/24/2021 5:45,2.776711638,,0,1
6/24/2021 6:00,2.688530402,,0,1
6/24/2021 6:15,2.663767009,,0,1
6/24/2021 6:30,2.602155523,,0,1
6/24/2021 6:45,2.565656524,,0,1
6/24/2021 7:00,2.553676671,,0,1
6/24/2021 7:15,2.51756909,,0,1
6/24/2021 7:30,2.493720217,,0,1
6/24/2021 7:45,2.45810115,,0,1
6/24/2021 8:00,2.387565506,,0,1
6/24/2021 8:15,2.329709518,,0,1
6/24/2021 8:30,2.306896802,,0,1
6/24/2021 8:45,2.261486491,,0,1
6/24/2021 9:00,2.183132987,,0,1
6/24/2021 9:15,2.150129604,,0,1
6/24/2021 9:30,2.106517288,,0,1
6/24/2021 9:45,2.084983342,,0,1
6/24/2021 10:00,2.074344375,,0,1
6/24/2021 10:15,2.052999453,,0,1
6/24/2021 10:30,2.096302086,,0,1
6/24/2021 10:45,2.096302086,,0,1
6/24/2021 11:00,2.12825666,,0,1
6/24/2021 11:15,2.149465582,,0,1
6/24/2021 11:30,2.294504587,,0,1
6/24/2021 11:45,2.248302932,,0,1
6/24/2021 12:00,2.292961806,,0,1
6/24/2021 12:15,2.36128539,,0,1
6/24/2021 12:30,2.454439016,,0,1
6/24/2021 12:45,2.561809413,,0,1
6/24/2021 13:00,2.671815408,,0,1
6/24/2021 13:15,2.759017454,,0,1
6/24/2021 13:30,2.847823944,,0,1
6/24/2021 13:45,2.977871804,,0,1
6/24/2021 14:00,2.950527455,,0,1
6/24/2021 14:15,3.016000795,,0,1
6/24/2021 14:30,3.028470707,,0,1
6/24/2021 14:45,3.054407322,,0,1
6/24/2021 15:00,2.973396166,,0,1
6/24/2021 15:15,2.95927157,,0,1
6/24/2021 15:30,2.905805714,,0,1
6/24/2021 15:45,2.97071263,,0,1
6/24/2021 16:00,2.877964057,,0,1
6/24/2021 16:15,2.890104768,,0,1
6/24/2021 16:30,2.850275507,,0,1
6/24/2021 16:45,2.914473873,,0,1
6/24/2021 17:00,2.926702302,,0,1
6/24/2021 17:15,2.952138004,,0,1
6/24/2021 17:30,2.951247,,0,1
6/24/2021 17:45,2.95035615,,0,1
6/24/2021 18:00,3.002487412,,0,1
6/24/2021 18:15,3.02829683,,0,1
6/24/2021 18:30,3.176691102,,0,1
6/24/2021 18:45,3.231063543,,0,1
6/24/2021 19:00,3.271953093,,0,1
6/24/2021 19:15,3.229187311,,0,1
6/24/2021 19:30,3.284069676,,0,1
6/24/2021 19:45,3.297160982,,0,1
6/24/2021 20:00,3.26817418,,0,1
6/24/2021 20:15,3.323432947,,0,1
6/24/2021 20:30,3.280282769,,0,1
6/24/2021 20:45,3.20970423,,0,1
6/24/2021 21:00,3.153687245,,0,1
6/24/2021 21:15,3.139078801,,0,1
6/24/2021 21:30,3.05678418,,0,1
6/24/2021 21:45,2.962498623,,0,1
6/24/2021 22:00,2.843997886,,0,1
6/24/2021 22:15,2.778973816,,0,1
6/24/2021 22:30,2.68971921,,0,1
6/24/2021 22:45,2.577639186,,0,1
6/24/2021 23:00,2.51618667,,0,1
6/24/2021 23:15,2.408336799,,0,1
6/24/2021 23:30,2.372461594,,0,1
6/24/2021 23:45,2.313869233,,0,1
6/25/2021 0:00,2.233547606,,0,1
6/25/2021 0:15,2.199189462,,0,1
6/25/2021 0:30,2.088560469,,0,1
6/25/2021 0:45,2.055499715,,0,1
6/25/2021 1:00,2.001543097,,0,1
6/25/2021 1:15,1.917332067,,0,1
6/25/2021 1:30,1.896083151,,0,1
6/25/2021 1:45,1.824467128,,0,1
6/25/2021 2:00,1.833825725,,0,1
6/25/2021 2:15,1.753761049,,0,1
6/25/2021 2:30,1.723852973,,0,1
6/25/2021 2:45,1.703860503,,0,1
6/25/2021 3:00,1.674443649,,0,1
6/25/2021 3:15,1.645319259,,0,1
6/25/2021 3:30,1.59784476,,0,1
6/25/2021 3:45,1.587944938,,0,1
6/25/2021 4:00,1.568871502,,0,1
6/25/2021 4:15,1.531731624,,0,1
6/25/2021 4:30,1.513048107,,0,1
6/25/2021 4:45,1.494495538,,0,1
6/25/2021 5:00,1.458377716,,0,1
6/25/2021 5:15,1.466612995,,0,1
6/25/2021 5:30,1.439621203,,0,1
6/25/2021 5:45,1.412915617,,0,1
6/25/2021 6:00,1.403688794,,0,1
6/25/2021 6:15,1.377367803,,0,1
6/25/2021 6:30,1.368274579,,0,1
6/25/2021 6:45,1.34233678,,0,1
6/25/2021 7:00,1.333376666,,0,1
6/25/2021 7:15,1.307820647,,0,1
6/25/2021 7:30,1.307261204,,0,1
6/25/2021 7:45,1.290199807,,0,1
6/25/2021 8:00,1.265122106,,0,1
6/25/2021 8:15,1.256460754,,0,1
6/25/2021 8:30,1.255913978,,0,1
6/25/2021 8:45,1.247288769,,0,1
6/25/2021 9:00,1.246744278,,0,1
6/25/2021 9:15,1.230140192,,0,1
6/25/2021 9:30,1.237612966,,0,1
6/25/2021 9:45,1.237070893,,0,1
6/25/2021 10:00,1.22054078,,0,1
6/25/2021 10:15,1.24402386,,0,1
6/25/2021 10:30,1.23544549,,0,1
6/25/2021 10:45,1.267213501,,0,1
6/25/2021 11:00,1.258543956,,0,1
6/25/2021 11:15,1.257996662,,0,1
6/25/2021 11:30,1.257449503,,0,1
6/25/2021 11:45,1.281334238,,0,1
6/25/2021 12:00,1.288982987,,0,1
6/25/2021 12:15,1.296657768,,0,1
6/25/2021 12:30,1.287873479,,0,1
6/25/2021 12:45,1.287318929,,0,1
6/25/2021 13:00,1.278570912,,0,1
6/25/2021 13:15,1.294431753,,0,1
6/25/2021 13:30,1.2856561,,0,1
6/25/2021 13:45,1.276914552,,0,1
6/25/2021 14:00,1.309284453,,0,1
6/25/2021 14:15,1.308724652,,0,1
6/25/2021 14:30,1.333159086,,0,1
6/25/2021 14:45,1.357852215,,0,1
6/25/2021 15:00,1.417260334,,0,1
6/25/2021 15:15,1.442828702,,0,1
6/25/2021 15:30,1.495355008,,0,1
6/25/2021 15:45,1.622955247,,0,1
6/25/2021 16:00,1.70791852,,0,1
6/25/2021 16:15,1.755899502,,0,1
6/25/2021 16:30,1.677816281,,0,1
6/25/2021 16:45,1.725314923,,0,1
6/25/2021 17:00,1.783449608,,0,1
6/25/2021 17:15,1.782781628,,0,1
6/25/2021 17:30,1.831946598,,0,1
6/25/2021 17:45,1.871692581,,0,1
6/25/2021 18:00,1.881188732,,0,1
6/25/2021 18:15,1.890712362,,0,1
6/25/2021 18:30,1.859485996,,0,1
6/25/2021 18:45,1.889331193,,0,1
6/25/2021 19:00,1.878434932,,0,1
6/25/2021 19:15,1.887950599,,0,1
6/25/2021 19:30,1.877058896,,0,1
6/25/2021 19:45,1.866203197,,0,1
6/25/2021 20:00,1.835209676,,0,1
6/25/2021 20:15,1.834530682,,0,1
6/25/2021 20:30,1.803840006,,0,1
6/25/2021 20:45,1.803167671,,0,1
6/25/2021 21:00,1.762936338,,0,1
6/25/2021 21:15,1.732938594,,0,1
6/25/2021 21:30,1.712885813,,0,1
